VOTER,SINGER,SCORE,,,,,,,,
Germany,Lithuania,0,0,,,,germany,lithuania,0,"""germany"": {""lithuania"":0.1,},"
Germany,Malta,3,3,,,,germany,malta,3,"""germany"": {""malta"":2.8,},"
Germany,Moldova,1,1,,,,germany,moldova,1,"""germany"": {""moldova"":0.6,},"
Germany,Montenegro,0,0,,,,germany,montenegro,0,"""germany"": {""montenegro"":0,},"
Germany,Norway,2,2,,,,germany,norway,2,"""germany"": {""norway"":2.4,},"
Germany,Poland,5,5,,,,germany,poland,5,"""germany"": {""poland"":5.1,},"
Germany,Portugal,1,1,,,,germany,portugal,1,"""germany"": {""portugal"":1.1,},"
Germany,Romania,1,1,,,,germany,romania,1,"""germany"": {""romania"":0.7,},"
Germany,Russia,3,3,,,,germany,russia,3,"""germany"": {""russia"":2.9,},"
Germany,San Marino,0,0,,,,germany,san marino,0,"""germany"": {""san marino"":0,},"
Germany,Serbia,6,6,,,,germany,serbia,6,"""germany"": {""serbia"":6.3,},"
Germany,Slovakia,0,0,,,,germany,slovakia,0,"""germany"": {""slovakia"":0,},"
Germany,Slovenia,1,1,,,,germany,slovenia,1,"""germany"": {""slovenia"":1,},"
Germany,Spain,1,1,,,,germany,spain,1,"""germany"": {""spain"":0.9,},"
Germany,Sweden,2,2,,,,germany,sweden,2,"""germany"": {""sweden"":2.4,},"
Germany,Switzerland,1,1,,,,germany,switzerland,1,"""germany"": {""switzerland"":1.1,},"
Germany,The Netherlands,2,2,,,,germany,the netherlands,2,"""germany"": {""the netherlands"":2.1,},"
Germany,Turkey,9,9,,,,germany,turkey,9,"""germany"": {""turkey"":9.2,},"
Germany,U.K.,2,2,,,,germany,u.k.,2,"""germany"": {""u.k."":1.5,},"
Germany,Ukraine,1,1,,,,germany,ukraine,1,"""germany"": {""ukraine"":0.9,},"
Greece,Greece,-1,-1,,,,greece,greece,-1,"""greece"": {""greece"":-1,},"
Greece,Albania,10,10,,,,greece,albania,10,"""greece"": {""albania"":9.5,},"
Greece,Armenia,6,6,,,,greece,armenia,6,"""greece"": {""armenia"":6,},"
Greece,Austria,4,4,,,,greece,austria,4,"""greece"": {""austria"":3.5,},"
Greece,Azerbaijan,5,5,,,,greece,azerbaijan,5,"""greece"": {""azerbaijan"":4.9,},"
Greece,Belarus,2,2,,,,greece,belarus,2,"""greece"": {""belarus"":1.5,},"
Greece,Belgium,2,2,,,,greece,belgium,2,"""greece"": {""belgium"":2.3,},"
Greece,Bosnia & Herzegovina,1,1,,,,greece,bosnia & herzegovina,1,"""greece"": {""bosnia & herzegovina"":0.6,},"
Greece,Bulgaria,12,12,,,,greece,bulgaria,12,"""greece"": {""bulgaria"":12,},"
Greece,Croatia,2,2,,,,greece,croatia,2,"""greece"": {""croatia"":2.2,},"
Greece,Cyprus,12,12,,,,greece,cyprus,12,"""greece"": {""cyprus"":11.6,},"
Greece,Denmark,1,1,,,,greece,denmark,1,"""greece"": {""denmark"":1.2,},"
Greece,Estonia,2,2,,,,greece,estonia,2,"""greece"": {""estonia"":1.7,},"
Greece,F.Y.R. Macedonia,0,0,,,,greece,f.y.r. macedonia,0,"""greece"": {""f.y.r. macedonia"":0,},"
Greece,Finland,1,1,,,,greece,finland,1,"""greece"": {""finland"":1.2,},"
Greece,France,2,2,,,,greece,france,2,"""greece"": {""france"":2.2,},"
Greece,Georgia,5,5,,,,greece,georgia,5,"""greece"": {""georgia"":5,},"
Greece,Germany,1,1,,,,greece,germany,1,"""greece"": {""germany"":0.6,},"
Greece,Hungary,1,1,,,,greece,hungary,1,"""greece"": {""hungary"":1.1,},"
Greece,Iceland,1,1,,,,greece,iceland,1,"""greece"": {""iceland"":0.8,},"
Greece,Ireland,1,1,,,,greece,ireland,1,"""greece"": {""ireland"":1.1,},"
Greece,Israel,2,2,,,,greece,israel,2,"""greece"": {""israel"":1.6,},"
Greece,Italy,5,5,,,,greece,italy,5,"""greece"": {""italy"":4.8,},"
Greece,Latvia,2,2,,,,greece,latvia,2,"""greece"": {""latvia"":1.6,},"
Greece,Lithuania,1,1,,,,greece,lithuania,1,"""greece"": {""lithuania"":0.5,},"
Greece,Malta,3,3,,,,greece,malta,3,"""greece"": {""malta"":3.1,},"
Greece,Moldova,3,3,,,,greece,moldova,3,"""greece"": {""moldova"":2.5,},"
Greece,Montenegro,0,0,,,,greece,montenegro,0,"""greece"": {""montenegro"":0,},"
Greece,Norway,2,3,,,,greece,norway,3,"""greece"": {""norway"":2.5,},"
Greece,Poland,2,2,,,,greece,poland,2,"""greece"": {""poland"":2.4,},"
Greece,Portugal,1,1,,,,greece,portugal,1,"""greece"": {""portugal"":0.8,},"
Greece,Romania,3,3,,,,greece,romania,3,"""greece"": {""romania"":3.4,},"
Greece,Russia,4,4,,,,greece,russia,4,"""greece"": {""russia"":3.6,},"
Greece,San Marino,0,0,,,,greece,san marino,0,"""greece"": {""san marino"":0,},"
Greece,Serbia,4,4,,,,greece,serbia,4,"""greece"": {""serbia"":4.4,},"
Greece,Slovakia,2,2,,,,greece,slovakia,2,"""greece"": {""slovakia"":2,},"
Greece,Slovenia,2,2,,,,greece,slovenia,2,"""greece"": {""slovenia"":1.5,},"
Greece,Spain,3,3,,,,greece,spain,3,"""greece"": {""spain"":2.7,},"
Greece,Sweden,1,1,,,,greece,sweden,1,"""greece"": {""sweden"":0.9,},"
Greece,Switzerland,1,1,,,,greece,switzerland,1,"""greece"": {""switzerland"":0.9,},"
Greece,The Netherlands,2,2,,,,greece,the netherlands,2,"""greece"": {""the netherlands"":2,},"
Greece,Turkey,2,2,,,,greece,turkey,2,"""greece"": {""turkey"":2.4,},"
Greece,U.K.,2,2,,,,greece,u.k.,2,"""greece"": {""u.k."":2.1,},"
Greece,Ukraine,4,4,,,,greece,ukraine,4,"""greece"": {""ukraine"":3.8,},"
Hungary,Hungary,-1,-1,,,,hungary,hungary,-1,"""hungary"": {""hungary"":-1,},"
Hungary,Albania,3,3,,,,hungary,albania,3,"""hungary"": {""albania"":2.5,},"
Hungary,Armenia,2,2,,,,hungary,armenia,2,"""hungary"": {""armenia"":2,},"
Hungary,Austria,5,5,,,,hungary,austria,5,"""hungary"": {""austria"":5.3,},"
Hungary,Azerbaijan,7,7,,,,hungary,azerbaijan,7,"""hungary"": {""azerbaijan"":6.8,},"
Hungary,Belarus,1,1,,,,hungary,belarus,1,"""hungary"": {""belarus"":1.3,},"
Hungary,Belgium,2,2,,,,hungary,belgium,2,"""hungary"": {""belgium"":2.3,},"
Hungary,Bosnia & Herzegovina,0,0,,,,hungary,bosnia & herzegovina,0,"""hungary"": {""bosnia & herzegovina"":0,},"
Hungary,Bulgaria,10,10,,,,hungary,bulgaria,10,"""hungary"": {""bulgaria"":10,},"
Hungary,Croatia,1,1,,,,hungary,croatia,1,"""hungary"": {""croatia"":1.2,},"
Hungary,Cyprus,3,3,,,,hungary,cyprus,3,"""hungary"": {""cyprus"":2.6,},"
Hungary,Denmark,3,3,,,,hungary,denmark,3,"""hungary"": {""denmark"":2.7,},"
Hungary,Estonia,2,2,,,,hungary,estonia,2,"""hungary"": {""estonia"":2.3,},"
Hungary,F.Y.R. Macedonia,0,0,,,,hungary,f.y.r. macedonia,0,"""hungary"": {""f.y.r. macedonia"":0,},"
Hungary,Finland,1,1,,,,hungary,finland,1,"""hungary"": {""finland"":0.9,},"
Hungary,France,1,1,,,,hungary,france,1,"""hungary"": {""france"":1.1,},"
Hungary,Georgia,2,2,,,,hungary,georgia,2,"""hungary"": {""georgia"":1.8,},"
Hungary,Germany,1,1,,,,hungary,germany,1,"""hungary"": {""germany"":1,},"
Hungary,Greece,4,4,,,,hungary,greece,4,"""hungary"": {""greece"":3.6,},"
Hungary,Iceland,5,5,,,,hungary,iceland,5,"""hungary"": {""iceland"":4.5,},"
Hungary,Ireland,2,2,,,,hungary,ireland,2,"""hungary"": {""ireland"":2,},"
Hungary,Israel,3,3,,,,hungary,israel,3,"""hungary"": {""israel"":3.2,},"
Hungary,Italy,2,2,,,,hungary,italy,2,"""hungary"": {""italy"":2.4,},"
Hungary,Latvia,0,0,,,,hungary,latvia,0,"""hungary"": {""latvia"":0.3,},"
Hungary,Lithuania,0,0,,,,hungary,lithuania,0,"""hungary"": {""lithuania"":0,},"
Hungary,Malta,3,3,,,,hungary,malta,3,"""hungary"": {""malta"":2.5,},"
Hungary,Moldova,2,2,,,,hungary,moldova,2,"""hungary"": {""moldova"":1.8,},"
Hungary,Montenegro,0,0,,,,hungary,montenegro,0,"""hungary"": {""montenegro"":0,},"
Hungary,Norway,3,3,,,,hungary,norway,3,"""hungary"": {""norway"":3.2,},"
Hungary,Poland,3,3,,,,hungary,poland,3,"""hungary"": {""poland"":2.6,},"
Hungary,Portugal,0,0,,,,hungary,portugal,0,"""hungary"": {""portugal"":0,},"
Hungary,Romania,2,2,,,,hungary,romania,2,"""hungary"": {""romania"":2.1,},"
Hungary,Russia,3,3,,,,hungary,russia,3,"""hungary"": {""russia"":2.6,},"
Hungary,San Marino,4,4,,,,hungary,san marino,4,"""hungary"": {""san marino"":4,},"
Hungary,Serbia,5,5,,,,hungary,serbia,5,"""hungary"": {""serbia"":5,},"
Hungary,Slovakia,0,0,,,,hungary,slovakia,0,"""hungary"": {""slovakia"":0,},"
Hungary,Slovenia,2,2,,,,hungary,slovenia,2,"""hungary"": {""slovenia"":2.3,},"
Hungary,Spain,1,1,,,,hungary,spain,1,"""hungary"": {""spain"":1.2,},"
Hungary,Sweden,4,4,,,,hungary,sweden,4,"""hungary"": {""sweden"":3.5,},"
Hungary,Switzerland,1,1,,,,hungary,switzerland,1,"""hungary"": {""switzerland"":0.8,},"
Hungary,The Netherlands,7,7,,,,hungary,the netherlands,7,"""hungary"": {""the netherlands"":7.3,},"
Hungary,Turkey,3,3,,,,hungary,turkey,3,"""hungary"": {""turkey"":2.5,},"
Hungary,U.K.,3,3,,,,hungary,u.k.,3,"""hungary"": {""u.k."":2.7,},"
Hungary,Ukraine,3,3,,,,hungary,ukraine,3,"""hungary"": {""ukraine"":3.3,},"
Iceland,Iceland,-1,-1,,,,iceland,iceland,-1,"""iceland"": {""iceland"":-1,},"
Iceland,Albania,2,2,,,,iceland,albania,2,"""iceland"": {""albania"":1.8,},"
Iceland,Armenia,1,1,,,,iceland,armenia,1,"""iceland"": {""armenia"":1.1,},"
Iceland,Austria,3,3,,,,iceland,austria,3,"""iceland"": {""austria"":3.1,},"
Iceland,Azerbaijan,3,3,,,,iceland,azerbaijan,3,"""iceland"": {""azerbaijan"":2.7,},"
Iceland,Belarus,1,1,,,,iceland,belarus,1,"""iceland"": {""belarus"":1,},"
Iceland,Belgium,2,2,,,,iceland,belgium,2,"""iceland"": {""belgium"":1.9,},"
Iceland,Bosnia & Herzegovina,1,1,,,,iceland,bosnia & herzegovina,1,"""iceland"": {""bosnia & herzegovina"":0.5,},"
Iceland,Bulgaria,0,0,,,,iceland,bulgaria,0,"""iceland"": {""bulgaria"":0,},"
Iceland,Croatia,2,2,,,,iceland,croatia,2,"""iceland"": {""croatia"":1.6,},"
Iceland,Cyprus,3,3,,,,iceland,cyprus,3,"""iceland"": {""cyprus"":2.9,},"
Iceland,Denmark,9,9,,,,iceland,denmark,9,"""iceland"": {""denmark"":9.1,},"
Iceland,Estonia,5,5,,,,iceland,estonia,5,"""iceland"": {""estonia"":4.9,},"
Iceland,F.Y.R. Macedonia,0,0,,,,iceland,f.y.r. macedonia,0,"""iceland"": {""f.y.r. macedonia"":0,},"
Iceland,Finland,6,6,,,,iceland,finland,6,"""iceland"": {""finland"":6.1,},"
Iceland,France,3,3,,,,iceland,france,3,"""iceland"": {""france"":3,},"
Iceland,Georgia,0,0,,,,iceland,georgia,0,"""iceland"": {""georgia"":0.4,},"
Iceland,Germany,2,2,,,,iceland,germany,2,"""iceland"": {""germany"":1.7,},"
Iceland,Greece,2,2,,,,iceland,greece,2,"""iceland"": {""greece"":1.7,},"
Iceland,Hungary,4,4,,,,iceland,hungary,4,"""iceland"": {""hungary"":3.8,},"
Iceland,Ireland,1,1,,,,iceland,ireland,1,"""iceland"": {""ireland"":1.1,},"
Iceland,Israel,0,0,,,,iceland,israel,0,"""iceland"": {""israel"":0.1,},"
Iceland,Italy,1,1,,,,iceland,italy,1,"""iceland"": {""italy"":0.8,},"
Iceland,Latvia,4,4,,,,iceland,latvia,4,"""iceland"": {""latvia"":3.6,},"
Iceland,Lithuania,1,1,,,,iceland,lithuania,1,"""iceland"": {""lithuania"":1.2,},"
Iceland,Malta,1,2,,,,iceland,malta,2,"""iceland"": {""malta"":1.5,},"
Iceland,Moldova,1,1,,,,iceland,moldova,1,"""iceland"": {""moldova"":1,},"
Iceland,Montenegro,0,0,,,,iceland,montenegro,0,"""iceland"": {""montenegro"":0,},"
Iceland,Norway,6,6,,,,iceland,norway,6,"""iceland"": {""norway"":6,},"
Iceland,Poland,1,1,,,,iceland,poland,1,"""iceland"": {""poland"":1.3,},"
Iceland,Portugal,3,3,,,,iceland,portugal,3,"""iceland"": {""portugal"":2.7,},"
Iceland,Romania,2,2,,,,iceland,romania,2,"""iceland"": {""romania"":1.9,},"
Iceland,Russia,2,2,,,,iceland,russia,2,"""iceland"": {""russia"":1.9,},"
Iceland,San Marino,0,0,,,,iceland,san marino,0,"""iceland"": {""san marino"":0,},"
Iceland,Serbia,3,3,,,,iceland,serbia,3,"""iceland"": {""serbia"":2.7,},"
Iceland,Slovakia,0,0,,,,iceland,slovakia,0,"""iceland"": {""slovakia"":0,},"
Iceland,Slovenia,1,1,,,,iceland,slovenia,1,"""iceland"": {""slovenia"":1.1,},"
Iceland,Spain,1,1,,,,iceland,spain,1,"""iceland"": {""spain"":1.2,},"
Iceland,Sweden,6,6,,,,iceland,sweden,6,"""iceland"": {""sweden"":5.8,},"
Iceland,Switzerland,1,1,,,,iceland,switzerland,1,"""iceland"": {""switzerland"":1.3,},"
Iceland,The Netherlands,3,3,,,,iceland,the netherlands,3,"""iceland"": {""the netherlands"":3.2,},"
Iceland,Turkey,1,1,,,,iceland,turkey,1,"""iceland"": {""turkey"":1.1,},"
Iceland,U.K.,1,1,,,,iceland,u.k.,1,"""iceland"": {""u.k."":1.3,},"
Iceland,Ukraine,3,3,,,,iceland,ukraine,3,"""iceland"": {""ukraine"":2.7,},"
Ireland,Ireland,-1,-1,,,,ireland,ireland,-1,"""ireland"": {""ireland"":-1,},"
Ireland,Albania,0,0,,,,ireland,albania,0,"""ireland"": {""albania"":0.3,},"
Ireland,Armenia,0,0,,,,ireland,armenia,0,"""ireland"": {""armenia"":0,},"
Ireland,Austria,2,2,,,,ireland,austria,2,"""ireland"": {""austria"":2.4,},"
Ireland,Azerbaijan,1,1,,,,ireland,azerbaijan,1,"""ireland"": {""azerbaijan"":0.9,},"
Ireland,Belarus,0,0,,,,ireland,belarus,0,"""ireland"": {""belarus"":0,},"
Ireland,Belgium,5,5,,,,ireland,belgium,5,"""ireland"": {""belgium"":4.6,},"
Ireland,Bosnia & Herzegovina,0,0,,,,ireland,bosnia & herzegovina,0,"""ireland"": {""bosnia & herzegovina"":0.3,},"
Ireland,Bulgaria,0,0,,,,ireland,bulgaria,0,"""ireland"": {""bulgaria"":0,},"
Ireland,Croatia,2,2,,,,ireland,croatia,2,"""ireland"": {""croatia"":1.8,},"
Ireland,Cyprus,1,1,,,,ireland,cyprus,1,"""ireland"": {""cyprus"":1.3,},"
Ireland,Denmark,6,6,,,,ireland,denmark,6,"""ireland"": {""denmark"":6.1,},"
Ireland,Estonia,6,6,,,,ireland,estonia,6,"""ireland"": {""estonia"":5.9,},"
Ireland,F.Y.R. Macedonia,0,0,,,,ireland,f.y.r. macedonia,0,"""ireland"": {""f.y.r. macedonia"":0,},"
Ireland,Finland,1,1,,,,ireland,finland,1,"""ireland"": {""finland"":1.3,},"
Ireland,France,2,2,,,,ireland,france,2,"""ireland"": {""france"":1.7,},"
Ireland,Georgia,1,1,,,,ireland,georgia,1,"""ireland"": {""georgia"":1.2,},"
Ireland,Germany,3,3,,,,ireland,germany,3,"""ireland"": {""germany"":2.7,},"
Ireland,Greece,1,1,,,,ireland,greece,1,"""ireland"": {""greece"":1,},"
Ireland,Hungary,1,1,,,,ireland,hungary,1,"""ireland"": {""hungary"":1.1,},"
Ireland,Iceland,3,3,,,,ireland,iceland,3,"""ireland"": {""iceland"":2.6,},"
Ireland,Israel,1,1,,,,ireland,israel,1,"""ireland"": {""israel"":1.1,},"
Ireland,Italy,2,2,,,,ireland,italy,2,"""ireland"": {""italy"":1.6,},"
Ireland,Latvia,7,7,,,,ireland,latvia,7,"""ireland"": {""latvia"":6.6,},"
Ireland,Lithuania,6,6,,,,ireland,lithuania,6,"""ireland"": {""lithuania"":6.3,},"
Ireland,Malta,4,4,,,,ireland,malta,4,"""ireland"": {""malta"":3.5,},"
Ireland,Moldova,2,2,,,,ireland,moldova,2,"""ireland"": {""moldova"":1.6,},"
Ireland,Montenegro,0,0,,,,ireland,montenegro,0,"""ireland"": {""montenegro"":0,},"
Ireland,Norway,4,4,,,,ireland,norway,4,"""ireland"": {""norway"":4,},"
Ireland,Poland,1,1,,,,ireland,poland,1,"""ireland"": {""poland"":1,},"
Ireland,Portugal,0,0,,,,ireland,portugal,0,"""ireland"": {""portugal"":0.2,},"
Ireland,Romania,2,2,,,,ireland,romania,2,"""ireland"": {""romania"":2.4,},"
Ireland,Russia,3,3,,,,ireland,russia,3,"""ireland"": {""russia"":2.6,},"
Ireland,San Marino,0,0,,,,ireland,san marino,0,"""ireland"": {""san marino"":0,},"
Ireland,Serbia,1,1,,,,ireland,serbia,1,"""ireland"": {""serbia"":1,},"
Ireland,Slovakia,0,0,,,,ireland,slovakia,0,"""ireland"": {""slovakia"":0,},"
Ireland,Slovenia,2,2,,,,ireland,slovenia,2,"""ireland"": {""slovenia"":2.4,},"
Ireland,Spain,1,1,,,,ireland,spain,1,"""ireland"": {""spain"":0.9,},"
Ireland,Sweden,5,5,,,,ireland,sweden,5,"""ireland"": {""sweden"":5.2,},"
Ireland,Switzerland,2,2,,,,ireland,switzerland,2,"""ireland"": {""switzerland"":1.5,},"
Ireland,The Netherlands,4,4,,,,ireland,the netherlands,4,"""ireland"": {""the netherlands"":3.8,},"
Ireland,Turkey,0,0,,,,ireland,turkey,0,"""ireland"": {""turkey"":0.3,},"
Ireland,U.K.,5,5,,,,ireland,u.k.,5,"""ireland"": {""u.k."":5.4,},"
Ireland,Ukraine,3,3,,,,ireland,ukraine,3,"""ireland"": {""ukraine"":2.8,},"
Israel,Israel,-1,-1,,,,israel,israel,-1,"""israel"": {""israel"":-1,},"
Israel,Albania,0,0,,,,israel,albania,0,"""israel"": {""albania"":0,},"
Israel,Armenia,7,7,,,,israel,armenia,7,"""israel"": {""armenia"":6.7,},"
Israel,Austria,2,2,,,,israel,austria,2,"""israel"": {""austria"":2,},"
Israel,Azerbaijan,6,6,,,,israel,azerbaijan,6,"""israel"": {""azerbaijan"":5.7,},"
Israel,Belarus,4,4,,,,israel,belarus,4,"""israel"": {""belarus"":4,},"
Israel,Belgium,2,2,,,,israel,belgium,2,"""israel"": {""belgium"":2.3,},"
Israel,Bosnia & Herzegovina,0,0,,,,israel,bosnia & herzegovina,0,"""israel"": {""bosnia & herzegovina"":0.2,},"
Israel,Bulgaria,0,0,,,,israel,bulgaria,0,"""israel"": {""bulgaria"":0,},"
Israel,Croatia,2,2,,,,israel,croatia,2,"""israel"": {""croatia"":1.9,},"
Israel,Cyprus,2,2,,,,israel,cyprus,2,"""israel"": {""cyprus"":1.6,},"
Israel,Denmark,4,4,,,,israel,denmark,4,"""israel"": {""denmark"":3.5,},"
Israel,Estonia,2,2,,,,israel,estonia,2,"""israel"": {""estonia"":2,},"
Israel,F.Y.R. Macedonia,0,0,,,,israel,f.y.r. macedonia,0,"""israel"": {""f.y.r. macedonia"":0,},"
Israel,Finland,1,1,,,,israel,finland,1,"""israel"": {""finland"":1.2,},"
Israel,France,1,1,,,,israel,france,1,"""israel"": {""france"":1.3,},"
Israel,Georgia,3,3,,,,israel,georgia,3,"""israel"": {""georgia"":3,},"
Israel,Germany,1,1,,,,israel,germany,1,"""israel"": {""germany"":1,},"
Israel,Greece,3,3,,,,israel,greece,3,"""israel"": {""greece"":3.1,},"
Israel,Hungary,2,2,,,,israel,hungary,2,"""israel"": {""hungary"":1.9,},"
Israel,Iceland,2,2,,,,israel,iceland,2,"""israel"": {""iceland"":2.2,},"
Israel,Ireland,1,1,,,,israel,ireland,1,"""israel"": {""ireland"":0.6,},"
Israel,Italy,1,1,,,,israel,italy,1,"""israel"": {""italy"":1,},"
Israel,Latvia,1,1,,,,israel,latvia,1,"""israel"": {""latvia"":1.4,},"
Israel,Lithuania,1,1,,,,israel,lithuania,1,"""israel"": {""lithuania"":1.3,},"
Israel,Malta,2,2,,,,israel,malta,2,"""israel"": {""malta"":1.8,},"
Israel,Moldova,2,2,,,,israel,moldova,2,"""israel"": {""moldova"":1.9,},"
Israel,Montenegro,0,0,,,,israel,montenegro,0,"""israel"": {""montenegro"":0,},"
Israel,Norway,3,3,,,,israel,norway,3,"""israel"": {""norway"":3.3,},"
Israel,Poland,0,0,,,,israel,poland,0,"""israel"": {""poland"":0,},"
Israel,Portugal,0,0,,,,israel,portugal,0,"""israel"": {""portugal"":0.3,},"
Israel,Romania,5,5,,,,israel,romania,5,"""israel"": {""romania"":5.4,},"
Israel,Russia,7,7,,,,israel,russia,7,"""israel"": {""russia"":6.9,},"
Israel,San Marino,0,0,,,,israel,san marino,0,"""israel"": {""san marino"":0,},"
Israel,Serbia,1,1,,,,israel,serbia,1,"""israel"": {""serbia"":1.4,},"
Israel,Slovakia,0,0,,,,israel,slovakia,0,"""israel"": {""slovakia"":0,},"
Israel,Slovenia,1,1,,,,israel,slovenia,1,"""israel"": {""slovenia"":0.9,},"
Israel,Spain,4,4,,,,israel,spain,4,"""israel"": {""spain"":3.8,},"
Israel,Sweden,4,4,,,,israel,sweden,4,"""israel"": {""sweden"":4.1,},"
Israel,Switzerland,1,1,,,,israel,switzerland,1,"""israel"": {""switzerland"":1,},"
Israel,The Netherlands,4,4,,,,israel,the netherlands,4,"""israel"": {""the netherlands"":3.6,},"
Israel,Turkey,1,1,,,,israel,turkey,1,"""israel"": {""turkey"":1.1,},"
Israel,U.K.,2,2,,,,israel,u.k.,2,"""israel"": {""u.k."":1.6,},"
Israel,Ukraine,6,6,,,,israel,ukraine,6,"""israel"": {""ukraine"":5.7,},"
Italy,Bulgaria,-1,-1,,,,italy,bulgaria,-1,"""italy"": {""bulgaria"":-1,},"
Italy,Israel,-1,-1,,,,italy,israel,-1,"""italy"": {""israel"":-1,},"
Italy,Italy,-1,-1,,,,italy,italy,-1,"""italy"": {""italy"":-1,},"
Italy,Latvia,-1,-1,,,,italy,latvia,-1,"""italy"": {""latvia"":-1,},"
Italy,Slovakia,-1,-1,,,,italy,slovakia,-1,"""italy"": {""slovakia"":-1,},"
Italy,Albania,12,12,,,,italy,albania,12,"""italy"": {""albania"":12,},"
Italy,Armenia,0,0,,,,italy,armenia,0,"""italy"": {""armenia"":0,},"
Italy,Austria,4,4,,,,italy,austria,4,"""italy"": {""austria"":4,},"
Italy,Azerbaijan,0,0,,,,italy,azerbaijan,0,"""italy"": {""azerbaijan"":0,},"
Italy,Belarus,0,0,,,,italy,belarus,0,"""italy"": {""belarus"":0,},"
Italy,Belgium,0,0,,,,italy,belgium,0,"""italy"": {""belgium"":0,},"
Italy,Bosnia & Herzegovina,1,1,,,,italy,bosnia & herzegovina,1,"""italy"": {""bosnia & herzegovina"":1.3,},"
Italy,Croatia,0,0,,,,italy,croatia,0,"""italy"": {""croatia"":0,},"
Italy,Cyprus,5,5,,,,italy,cyprus,5,"""italy"": {""cyprus"":4.5,},"
Italy,Denmark,3,3,,,,italy,denmark,3,"""italy"": {""denmark"":2.8,},"
Italy,Estonia,3,3,,,,italy,estonia,3,"""italy"": {""estonia"":3,},"
Italy,F.Y.R. Macedonia,1,1,,,,italy,f.y.r. macedonia,1,"""italy"": {""f.y.r. macedonia"":1,},"
Italy,Finland,2,2,,,,italy,finland,2,"""italy"": {""finland"":2,},"
Italy,France,0,0,,,,italy,france,0,"""italy"": {""france"":0.2,},"
Italy,Georgia,0,0,,,,italy,georgia,0,"""italy"": {""georgia"":0,},"
Italy,Germany,4,4,,,,italy,germany,4,"""italy"": {""germany"":3.8,},"
Italy,Greece,2,2,,,,italy,greece,2,"""italy"": {""greece"":2.4,},"
Italy,Hungary,1,1,,,,italy,hungary,1,"""italy"": {""hungary"":0.6,},"
Italy,Iceland,2,2,,,,italy,iceland,2,"""italy"": {""iceland"":2.4,},"
Italy,Ireland,3,3,,,,italy,ireland,3,"""italy"": {""ireland"":2.5,},"
Italy,Lithuania,2,2,,,,italy,lithuania,2,"""italy"": {""lithuania"":2,},"
Italy,Malta,4,4,,,,italy,malta,4,"""italy"": {""malta"":4.3,},"
Italy,Moldova,5,5,,,,italy,moldova,5,"""italy"": {""moldova"":5.3,},"
Italy,Montenegro,0,0,,,,italy,montenegro,0,"""italy"": {""montenegro"":0,},"
Italy,Norway,2,2,,,,italy,norway,2,"""italy"": {""norway"":2,},"
Italy,Poland,5,5,,,,italy,poland,5,"""italy"": {""poland"":4.5,},"
Italy,Portugal,0,0,,,,italy,portugal,0,"""italy"": {""portugal"":0,},"
Italy,Romania,6,6,,,,italy,romania,6,"""italy"": {""romania"":6.3,},"
Italy,Russia,2,2,,,,italy,russia,2,"""italy"": {""russia"":2,},"
Italy,San Marino,0,0,,,,italy,san marino,0,"""italy"": {""san marino"":0,},"
Italy,Serbia,5,5,,,,italy,serbia,5,"""italy"": {""serbia"":4.5,},"
Italy,Slovenia,0,0,,,,italy,slovenia,0,"""italy"": {""slovenia"":0,},"
Italy,Spain,1,1,,,,italy,spain,1,"""italy"": {""spain"":1,},"
Italy,Sweden,0,0,,,,italy,sweden,0,"""italy"": {""sweden"":0,},"
Italy,Switzerland,1,1,,,,italy,switzerland,1,"""italy"": {""switzerland"":1.3,},"
Italy,The Netherlands,1,1,,,,italy,the netherlands,1,"""italy"": {""the netherlands"":1.3,},"
Italy,Turkey,4,4,,,,italy,turkey,4,"""italy"": {""turkey"":3.5,},"
Italy,U.K.,4,4,,,,italy,u.k.,4,"""italy"": {""u.k."":3.6,},"
Italy,Ukraine,6,6,,,,italy,ukraine,6,"""italy"": {""ukraine"":6.3,},"
Latvia,Latvia,-1,-1,,,,latvia,latvia,-1,"""latvia"": {""latvia"":-1,},"
Latvia,Slovakia,-1,-1,,,,latvia,slovakia,-1,"""latvia"": {""slovakia"":-1,},"
Latvia,Albania,0,0,,,,latvia,albania,0,"""latvia"": {""albania"":0.3,},"
Latvia,Armenia,2,2,,,,latvia,armenia,2,"""latvia"": {""armenia"":1.6,},"
Latvia,Austria,3,3,,,,latvia,austria,3,"""latvia"": {""austria"":2.5,},"
Latvia,Azerbaijan,2,2,,,,latvia,azerbaijan,2,"""latvia"": {""azerbaijan"":2.1,},"
Latvia,Belarus,2,2,,,,latvia,belarus,2,"""latvia"": {""belarus"":2,},"
Latvia,Belgium,3,3,,,,latvia,belgium,3,"""latvia"": {""belgium"":2.7,},"
Latvia,Bosnia & Herzegovina,0,0,,,,latvia,bosnia & herzegovina,0,"""latvia"": {""bosnia & herzegovina"":0,},"
Latvia,Bulgaria,2,2,,,,latvia,bulgaria,2,"""latvia"": {""bulgaria"":2,},"
Latvia,Croatia,1,1,,,,latvia,croatia,1,"""latvia"": {""croatia"":1.3,},"
Latvia,Cyprus,2,2,,,,latvia,cyprus,2,"""latvia"": {""cyprus"":1.7,},"
Latvia,Denmark,5,5,,,,latvia,denmark,5,"""latvia"": {""denmark"":4.8,},"
